molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3964030,CS(=O)(=O)c1ccc(C2CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,40.0,active
CHEMBL3919508,CS(=O)(=O)c1ccc(C2CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,410.0,active
CHEMBL3947301,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1,70.0,active
CHEMBL3946972,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1,120.0,active
CHEMBL3969496,COCCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,60.0,active
CHEMBL3938181,CN(C)CCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,5300.0,intermediate
CHEMBL3910259,Cc1ccc(C2(CCO)CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,330.0,active
CHEMBL3966824,COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1,55.0,active
CHEMBL3937064,CS(=O)(=O)c1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,420.0,active
CHEMBL3898970,COc1ccc(C2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1,140.0,active
CHEMBL3928071,COc1ccc([C@]2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1,33.0,active
CHEMBL3983284,COc1ccc([C@@]2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1,10000.0,inactive
CHEMBL3941425,COCC1(c2ccc(C)cc2)CC(c2ccccc2)=NN1C(=O)Nc1ccc(F)cc1,350.0,active
CHEMBL3902564,Cc1ccc(C2(CCN3CCOCC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,430.0,active
CHEMBL3930559,Cc1ccc(C2(CCN(C)C)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,240.0,active
CHEMBL3893591,Cc1ccc(C2(CCN3CCN(C)CC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,690.0,active
CHEMBL3934636,CC(C)(C)NC(=O)CN1CCC(CNC(=O)c2cc(F)cc(Cl)c2)CC1,73.0,active
CHEMBL1684950,CC(C)c1ccc(CC(=O)N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,8.2,active
CHEMBL3892579,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1,220.0,active
CHEMBL3892579,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1,1700.0,intermediate
CHEMBL1684950,CC(C)c1ccc(CC(=O)N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,8.2,active
CHEMBL3934636,CC(C)(C)NC(=O)CN1CCC(CNC(=O)c2cc(F)cc(Cl)c2)CC1,73.0,active
CHEMBL3913893,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,35.0,active
CHEMBL3890307,C[C@H]1c2ccccc2N(Cc2ccccc2)CCN1C(=O)NCc1ccccc1,241.0,active
CHEMBL3959377,C[C@@H]1CN(Cc2ccccc2)c2ccccc2CN1C(=O)NCc1ccccc1,141.0,active
CHEMBL3979642,O=C(NCc1ccccc1)N1CCN(Cc2ccccc2)c2ccccc2C1,392.0,active
CHEMBL3950664,C[C@H]1c2ccccc2N(Cc2ccccc2)[C@@H](C)CN1C(=O)NCc1ccccc1,464.0,active
CHEMBL3904762,C[C@@H]1CN(C(=O)NCc2ccccc2)[C@@H](C)c2ccccc2N1Cc1ccccc1,198.0,active
CHEMBL3978731,C[C@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,340.0,active
CHEMBL3899264,C[C@@H]1C(=O)N(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,682.0,active
CHEMBL3970445,C[C@@H]1CN(Cc2ccccc2)c2ccccc2C(=O)N1CCc1ccccc1,618.0,active
CHEMBL3951718,C[C@@H]1c2ccccc2N(Cc2ccccc2)C[C@H](C)N1C(=O)NCc1ccccc1,358.0,active
CHEMBL3913893,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,17.0,active
CHEMBL3934860,COc1ccc(CNC(=O)N2[C@H](C)CN(Cc3ccccc3)c3ccccc3[C@@H]2C)cc1,14.0,active
CHEMBL3889862,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,61.0,active
CHEMBL3977114,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)N1CCOCC1,58.0,active
CHEMBL3898772,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)NC1COC1,61.0,active
CHEMBL3941448,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)CCc1cccnc1,38.0,active
CHEMBL3979902,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)C1CCOCC1,47.0,active
CHEMBL3950196,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)Cc1cncs1,55.0,active
CHEMBL3984489,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)CN1CCOCC1,51.0,active
CHEMBL3923527,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1S(=O)(=O)c1cn(C)cn1,1490.0,intermediate
CHEMBL3951240,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)N(C)Cc1ccccc1,835.0,active
CHEMBL3936568,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1C(=O)OCc1ccccc1,841.0,active
CHEMBL3974744,C[C@@H]1CN(Cc2ccccc2)c2ccccc2[C@H](C)N1CC1CCOCC1,7410.0,intermediate
CHEMBL3924174,C[C@@H]1CN(Cc2ccccc2F)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,11.0,active
CHEMBL3896161,C[C@@H]1CN(Cc2cccc(F)c2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,14.0,active
CHEMBL3897240,C[C@@H]1CN(Cc2ccc(F)cc2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,31.0,active
CHEMBL3968363,C[C@@H]1CN(Cc2ccc(F)c(F)c2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,18.0,active
CHEMBL3906199,C[C@@H]1CN(Cc2cccc(F)c2F)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,9.0,active
CHEMBL3976890,C[C@@H]1CN(Cc2ccccn2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,479.0,active
CHEMBL3950824,C[C@@H]1CN(Cc2cccnc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,500.0,active
CHEMBL3923097,C[C@@H]1CN(Cc2ccncc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,8580.0,intermediate
CHEMBL3949063,C[C@@H]1CN(Cc2cccc(C(F)(F)F)n2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,42.0,active
CHEMBL3978193,C[C@@H]1CN(Cc2cccnc2F)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,49.0,active
CHEMBL3940280,COc1ccc(CN2C[C@@H](C)N(C(=O)NCc3ccccc3)[C@@H](C)c3ccccc32)cn1,33.0,active
CHEMBL3969822,C[C@@H]1CN(Cc2ccc(C(F)(F)F)o2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,13.0,active
CHEMBL3931239,C[C@@H]1CN(Cc2ccc(C(F)(F)F)o2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,14.0,active
CHEMBL3918060,C[C@@H]1CN(Cc2cnc(C(F)(F)F)s2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,15.0,active
CHEMBL3972616,C[C@@H]1CN(Cc2cnc(C(F)(F)F)s2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,42.0,active
CHEMBL3950065,CCN1C[C@@H](C)N(C(=O)NCc2ccccc2)[C@@H](C)c2ccccc21,922.0,active
CHEMBL3985310,CC(C)CCN1C[C@@H](C)N(C(=O)Nc2cccnc2)[C@@H](C)c2ccccc21,91.0,active
CHEMBL3915547,C[C@@H]1CN(CC2CCCC2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,62.0,active
CHEMBL3948466,C[C@@H]1CN(CC2CCCCO2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,2670.0,intermediate
CHEMBL3977684,C[C@@H]1CN(CCOC(C)(C)C)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,91.0,active
CHEMBL3939715,C[C@@H]1CN(CCOC(C)(C)C)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,44.0,active
CHEMBL3969267,C[C@@H]1CN(c2ccccc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,209.0,active
CHEMBL3930700,C[C@@H]1CN(C(=O)c2ccccc2)c2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,11550.0,inactive
CHEMBL3958186,C[C@@H]1CN(S(=O)(=O)c2ccccc2)c2ccccc2[C@H](C)N1C(=O)Nc1cccnc1,4695.0,intermediate
CHEMBL3921765,[2H]C([2H])(c1ccccc1)N1C[C@@H](C)N(C(=O)Nc2cccnc2)[C@@H](C)c2ccccc21,25.0,active
CHEMBL3949545,C[C@@H]1CNc2ccccc2[C@H](C)N1C(=O)NCc1ccccc1,10700.0,inactive
CHEMBL3984761,C[C@@H]1CN(Cc2ccccc2)c2cccc(F)c2[C@H](C)N1C(=O)Nc1cccnc1,52.0,active
CHEMBL3914936,C[C@@H]1CN(Cc2ccccc2)c2ccc(F)cc2[C@H](C)N1C(=O)Nc1cccnc1,112.0,active
CHEMBL3936835,C[C@@H]1CN(Cc2ccccc2)c2cc(F)ccc2[C@H](C)N1C(=O)Nc1cccnc1,12.0,active
CHEMBL3908881,C[C@@H]1CN(Cc2ccccc2)c2c(F)cccc2[C@H](C)N1C(=O)Nc1cccnc1,205.0,active
CHEMBL3945715,C[C@@H]1CN(Cc2ccccc2)c2cc(F)cc(F)c2[C@H](C)N1C(=O)Nc1cccnc1,22.0,active
CHEMBL3917820,COc1cccc2c1[C@H](C)N(C(=O)Nc1cccnc1)[C@H](C)CN2Cc1ccccc1,305.0,active
CHEMBL3925393,COc1ccc2c(c1)[C@H](C)N(C(=O)Nc1cccnc1)[C@H](C)CN2Cc1ccccc1,530.0,active
CHEMBL3947185,COc1ccc2c(c1)N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,1600.0,intermediate
CHEMBL3927837,COc1cccc2c1N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,6500.0,intermediate
CHEMBL3899835,COc1cc2c(cc1F)N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,414.0,active
CHEMBL3974104,C[C@@H]1CN(Cc2ccccc2)c2cc(Br)ccc2[C@H](C)N1C(=O)Nc1cccnc1,428.0,active
CHEMBL3944657,C[C@@H]1CN(Cc2ccccc2)c2cc(C#N)ccc2[C@H](C)N1C(=O)Nc1cccnc1,860.0,active
CHEMBL3974827,C[C@@H]1CN(Cc2ccccc2)c2cc(OCC(F)(F)F)ccc2[C@H](C)N1C(=O)Nc1cccnc1,790.0,active
CHEMBL3903942,Cc1ccc2c(c1)N(Cc1ccccc1)C[C@@H](C)N(C(=O)Nc1cccnc1)[C@H]2C,231.0,active
CHEMBL3982832,C[C@@H]1CN(Cc2ccccc2)c2cc(S(C)(=O)=O)ccc2[C@H](C)N1C(=O)Nc1cccnc1,8000.0,intermediate
CHEMBL3912958,C[C@@H]1CN(Cc2ccccc2)c2cccc(F)c2[C@H](C)N1C(=O)CCc1cccnc1,52.0,active
CHEMBL3916048,CC(C)CCN1C[C@@H](C)N(C(=O)CCc2cccnc2)[C@@H](C)c2ccccc21,62.0,active
CHEMBL3921940,CC(C)CCN1C[C@@H](C)N(C(=O)CCc2cccnc2)[C@@H](C)c2c(F)cccc21,66.0,active
CHEMBL3902886,C[C@@H]1CN(Cc2cnc(C(F)(F)F)s2)c2ccccc2[C@H](C)N1C(=O)CCc1cccnc1,30.0,active
CHEMBL3930876,C[C@@H]1CN(Cc2cnc(C(F)(F)F)s2)c2cccc(F)c2[C@H](C)N1C(=O)CCc1cccnc1,93.0,active
CHEMBL3926201,C[C@@H]1CN(Cc2ccccc2)c2cccc(F)c2[C@H](C)N1C(=O)NC1COC1,59.0,active
CHEMBL3963167,C[C@@H]1CN(Cc2ccccc2)c2cccnc2[C@H](C)N1C(=O)NCc1ccccc1,212.0,active
CHEMBL3952497,C[C@@H]1CN(Cc2ccccc2)c2ccncc2[C@H](C)N1C(=O)NCc1ccccc1,11000.0,inactive
CHEMBL3895005,C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,236.0,active
CHEMBL3943761,C[C@@H]1CN(Cc2ccccc2)c2ncccc2[C@H](C)N1C(=O)NCc1ccccc1,31.0,active
CHEMBL3915799,C[C@@H]1CN(Cc2ccccc2)c2nc(Cl)ccc2[C@H](C)N1C(=O)NCc1ccccc1,36.0,active
CHEMBL3934795,C[C@@H]1CN(Cc2ccccc2)c2ncc(Cl)cc2[C@H](C)N1C(=O)NCc1ccccc1,68.0,active
CHEMBL3906825,C[C@@H]1CN(Cc2ccccc2)c2nc(F)ccc2[C@H](C)N1C(=O)NCc1ccccc1,6.0,active
CHEMBL3925915,C[C@@H]1CN(Cc2ccccc2)c2ncc(F)cc2[C@H](C)N1C(=O)NCc1ccccc1,95.0,active
CHEMBL3897825,Cc1ccc2c(n1)N(Cc1ccccc1)C[C@@H](C)N(C(=O)NCc1ccccc1)[C@H]2C,28.0,active
CHEMBL3916909,C[C@@H]1CN(Cc2ccccc2)c2nc(C(F)(F)F)ccc2[C@H](C)N1C(=O)NCc1ccccc1,104.0,active
CHEMBL3986638,C[C@@H]1CN(Cc2ccccc2)c2cnc(Cl)cc2[C@H](C)N1C(=O)NCc1ccccc1,224.0,active
CHEMBL3933865,C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)NCc1ccccc1,72.0,active
CHEMBL3961356,C[C@@H]1CN(Cc2ccccc2)c2nnccc2[C@H](C)N1C(=O)NCc1ccccc1,695.0,active
CHEMBL3924956,C[C@@H]1CN(Cc2ccccc2)c2cncnc2[C@H](C)N1C(=O)NCc1ccccc1,6400.0,intermediate
CHEMBL3952664,C[C@@H]1CN(Cc2ccccc2)c2c(cnn2C)[C@H](C)N1C(=O)NCc1ccccc1,7300.0,intermediate
CHEMBL3951580,C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)CCc1ccc(F)cc1,225.0,active
CHEMBL3980491,[2H]C([2H])(c1ccccc1)N1C[C@@H](C)N(C(=O)NCc2ccccc2)[C@@H](C)c2ccncc21,230.0,active
CHEMBL3942836,C[C@@H]1CN(Cc2cccc(F)c2F)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,72.0,active
CHEMBL3972450,C[C@@H]1CN(Cc2ccccc2F)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,95.0,active
CHEMBL3956823,COc1ccc(CNC(=O)N2[C@H](C)CN(Cc3ccccc3)c3cnccc3[C@@H]2C)cc1,48.0,active
CHEMBL3926060,C[C@@H]1CN(Cc2ccc(C(F)(F)F)o2)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,44.0,active
CHEMBL3938021,COc1ccc(CNC(=O)N2[C@H](C)CN(Cc3ccc(C(F)(F)F)o3)c3cnccc3[C@@H]2C)cc1,24.0,active
CHEMBL3910085,COc1ccc(CNC(=O)N2[C@H](C)CN(CCC(C)C)c3cnccc3[C@@H]2C)cc1,55.0,active
CHEMBL3917185,C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)Nc1cccnc1,860.0,active
CHEMBL3919009,[2H]C([2H])(c1ccccc1)N1C[C@@H](C)N(C(=O)Nc2cccnc2)[C@@H](C)c2ccncc21,815.0,active
CHEMBL3898062,C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)Nc1cccnc1,240.0,active
CHEMBL3927924,CC(C)CCN1C[C@@H](C)N(C(=O)Nc2cccnc2)[C@@H](C)c2ccncc21,604.0,active
CHEMBL3895005,C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,102.0,active
CHEMBL3966325,C[C@@H]1c2ccncc2N(Cc2ccccc2)C[C@H](C)N1C(=O)NCc1ccccc1,11000.0,inactive
CHEMBL3973288,CC(C)Cc1cc(CNS(=O)(=O)c2cccc(F)c2)nn1-c1ccccc1,2080.0,intermediate
CHEMBL3902262,CC(C)Cc1cc(CNS(=O)(=O)c2ccccc2)nn1-c1ccccc1,5800.0,intermediate
CHEMBL3946960,CC(C)Cc1cc(CNS(=O)(=O)c2ccc(Cc3ccccc3)cc2)nn1-c1ccccc1,9010.0,intermediate
CHEMBL3919158,CC(C)Cc1cc(CNS(=O)(=O)c2ccc(CCc3ccccc3)cc2)nn1-c1ccccc1,14600.0,inactive
CHEMBL4081641,CCOC(=O)C1=C(C)NC(=O)N(CCC(=O)N/N=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,3390.0,intermediate
CHEMBL4077901,CCOC(=O)C1=C(C)NC(=O)N(CCC(=O)NNC(=S)NC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,340.0,active
CHEMBL2386850,Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1,100000.0,inactive
CHEMBL3144390,CN(C)CCCCCN(C)C1=Nc2ccccc2C(CC(=O)NCc2ccccc2)N1c1ccc(-c2ccccc2)cc1.Cl.Cl,3600.0,intermediate
CHEMBL4076211,O=C(CC1c2ccccc2N=C(N2CCN(CCN3CCCC3)CC2)N1c1ccc(-c2ccccc2)cc1)NCc1ccc(F)cc1,5100.0,intermediate
CHEMBL4061274,CN(C)CCCCCN(C)C1=Nc2c(F)cc(F)cc2C(CC(=O)NCc2ccccc2)N1c1ccc(-c2ccccc2)cc1,5600.0,intermediate
CHEMBL4102649,CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1-c1ccc(F)cc1,2320.0,intermediate
CHEMBL4075532,CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1-c1ccccc1,2520.0,intermediate
CHEMBL4077394,Cc1c(CNS(=O)(=O)c2ccccc2)nn(-c2ccccc2)c1CC(C)C,4300.0,intermediate
CHEMBL3902262,CC(C)Cc1cc(CNS(=O)(=O)c2ccccc2)nn1-c1ccccc1,5800.0,intermediate
CHEMBL4080064,CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1C(C)(C)C,3690.0,active
CHEMBL4211831,COc1ccccc1CNC(=O)c1nn(C)c2c1C[C@@H]1[C@H]2C1(C)C,5800.0,active
CHEMBL4216796,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,510.0,active
CHEMBL4207469,O=C(NCc1ccccc1F)c1cc(-c2ccccc2)n(-c2ccccc2)n1,1900.0,intermediate
CHEMBL4212371,O=C(NCc1ccccc1OCC(F)(F)F)c1cc(-c2ccccc2)n(-c2ccccc2)n1,1000.0,intermediate
CHEMBL4205006,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(Cc2ccccc2)c(-c2ccccc2)c1Br,1450.0,intermediate
CHEMBL4209876,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2F)c(-c2ccccc2)c1Br,300.0,active
CHEMBL4211241,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2cccc(F)c2)c(-c2ccccc2)c1Br,580.0,active
CHEMBL4206356,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccc(F)cc2)c(-c2ccccc2)c1Br,410.0,active
CHEMBL4215680,Cn1nc(C(=O)NCc2ccccc2OCC(F)(F)F)c(Br)c1-c1ccccc1,220.0,active
CHEMBL4210724,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(CC(F)(F)F)c(-c2ccccc2)c1Br,890.0,active
CHEMBL4209062,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C(F)F,170.0,active
CHEMBL4214199,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2F)c(-c2ccccc2)c1C(F)F,1100.0,active
CHEMBL4206873,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2cccc(F)c2)c(-c2ccccc2)c1C(F)F,1500.0,active
CHEMBL4218615,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccc(F)cc2)c(-c2ccccc2)c1C(F)F,5000.0,active
CHEMBL4211471,Cn1nc(C(=O)NCc2ccccc2OCC(F)(F)F)c(C(F)F)c1-c1ccccc1,370.0,active
CHEMBL4207289,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(CC(F)(F)F)c(-c2ccccc2)c1C(F)F,600.0,active
CHEMBL4204051,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2F)c(C2CC2)c1Br,290.0,active
CHEMBL4215724,CCc1c(Br)c(C(=O)NCc2ccccc2OCC(F)(F)F)nn1-c1ccccc1,380.0,active
CHEMBL4208390,O=C(NCc1ccccc1-n1cccn1)c1nn(-c2ccccc2)c(-c2ccccc2)c1Br,400.0,active
CHEMBL4203516,O=C(NCc1ncccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1Br,380.0,intermediate
CHEMBL4211809,O=C(NCc1cccnc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1Br,600.0,active
CHEMBL4206919,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1Br,350.0,active
CHEMBL4211289,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1CO,410.0,active
CHEMBL4204992,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1C(F)F,820.0,active
CHEMBL4216669,C=Cc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1,850.0,active
CHEMBL4213393,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1CCO,310.0,intermediate
CHEMBL4209001,CCNCCc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1,280.0,active
CHEMBL4205063,O=C(NCc1ccccc1OCC(F)(F)F)c1nn(-c2ccccc2)c(-c2ccccc2)c1CCNC1CC1,590.0,active
CHEMBL4204657,CCN(CC)CCc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1,2150.0,active
CHEMBL4207112,Cc1sc(C(=O)NCc2ccccc2Cl)c2c1[C@@H]1[C@H](C2)C1(C)C,670.0,active
CHEMBL4207625,Cc1ccccc1CNC(=O)c1sc(C)c2c1C[C@H]1[C@@H]2C1(C)C,990.0,active
CHEMBL4202762,Cc1sc(C(=O)NCc2ccccc2C(F)(F)F)c2c1[C@@H]1[C@H](C2)C1(C)C,61.0,active
CHEMBL4203292,Cc1sc(C(=O)NCc2cccc(C(F)(F)F)c2)c2c1[C@@H]1[C@H](C2)C1(C)C,530.0,active
CHEMBL4214944,Cc1sc(C(=O)NCc2cccc(OC(F)(F)F)c2)c2c1[C@@H]1[C@H](C2)C1(C)C,370.0,active
CHEMBL4213521,Cc1ccc(CNC(=O)c2sc(C)c3c2C[C@H]2[C@@H]3C2(C)C)cc1,1300.0,active
CHEMBL4209762,CCOCc1ccc(CNC(=O)c2sc(C)c3c2C[C@H]2[C@@H]3C2(C)C)cc1,160.0,active
CHEMBL4204934,COCc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,25.0,active
CHEMBL4215557,CCOc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,64.0,active
CHEMBL4210633,CCOCc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,39.0,active
CHEMBL4206884,CC(C)Oc1ccccc1CNC(=O)c1sc(Br)c2c1CCC(C)(C)C2,340.0,active
CHEMBL4217576,COCc1ccc(CNC(=O)c2sc(Br)c3c2CCC(C)(C)C3)cc1,470.0,active
CHEMBL4213830,CCOc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,21.0,active
CHEMBL4202587,CC(C)OCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,6.6,active
CHEMBL4215213,CCOCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,21.0,active
