molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL4216897,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1OCCC(F)(F)F)CCC(C)(C)C2,42.0,active
CHEMBL4212744,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1OCC(F)(F)F)CCC(C)(C)C2,21.0,active
CHEMBL4205453,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1Cn1cccn1)CCC(C)(C)C2,12.0,active
CHEMBL4217174,Cn1c(Cl)c2c(c1C(=O)NCc1ccccc1Cn1cncn1)CCC(C)(C)C2,38.0,active
CHEMBL4211734,Cn1c(Cl)c2c(c1C(=O)NCc1ncccc1OCC(F)(F)F)CCC(C)(C)C2,23.0,active
CHEMBL4204013,Cn1c(Cl)c2c(c1C(=O)NCc1ccncc1OCC(F)(F)F)CCC(C)(C)C2,110.0,active
CHEMBL4213286,Cn1c(Cl)c2c(c1C(=O)NCc1cccnc1OCC(F)(F)F)CCC(C)(C)C2,39.0,active
CHEMBL4208356,Cn1c(Cl)c2c(c1C(=O)NCc1ncccc1N1CC[C@H](F)C1)CCC(C)(C)C2,56.0,active
CHEMBL4216691,Cc1onc(CNC(=O)c2c3c(c(Cl)n2C)CC(C)(C)CC3)c1Cn1cccn1,25.0,active
CHEMBL4203828,Cn1cc2c(c1C(=O)NCc1cccnc1OCC(F)(F)F)CCC(C)(C)C2,330.0,inactive
CHEMBL4206268,Cn1c(C#N)c2c(c1C(=O)NCc1cccnc1OCC(F)(F)F)CCC(C)(C)C2,65.0,active
CHEMBL4211150,Cn1c(C(=O)NCc2cccnc2OCC(F)(F)F)c2c(c1C(F)(F)F)CC(C)(C)CC2,110.0,active
CHEMBL4210625,Cn1c(C#N)c2c(c1C(=O)NCc1ncccc1OCC(F)(F)F)CCC(C)(C)C2,33.0,active
CHEMBL4215580,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CCC(C)(C)C2,55.0,active
CHEMBL4214109,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)C[C@H](C)[C@@H](C)C2,20.0,active
CHEMBL4202418,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C(F)(F)F)CC2,21.0,active
CHEMBL4218528,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CCC2,27.0,active
CHEMBL4206782,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CN(C(=O)OC(C)(C)C)C2,370.0,active
CHEMBL4205329,CC(C)COc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CNC2,10000.0,active
CHEMBL4210232,CCc1c(C)c(Cl)n(C)c1C(=O)NCc1ccccc1OCC(C)C,27.0,active
CHEMBL4213589,CCc1c(C)c(C(=O)NCc2ccccc2OCC(C)C)n(C)c1Cl,21.0,active
CHEMBL4209272,CC(C)COc1ccccc1CNC(=O)c1c(Cl)c(C2CC2)c(Cl)n1C,240.0,active
CHEMBL4202587,CC(C)OCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,130.0,active
CHEMBL4207979,Cn1c(=O)oc2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)ccc21,15.0,active
CHEMBL4212039,O=C(Cc1ccc2cc[nH]c2c1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,5.3,active
CHEMBL4207159,O=C(Cc1ccc2[nH]ccc2c1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,14.0,active
CHEMBL4203847,Cn1ncc2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)ccc21,8.4,active
CHEMBL4211522,Cn1cnc2ccc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cc21,120.0,intermediate
CHEMBL4204295,Cn1ccc2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cnc21,35.0,active
CHEMBL4215974,CC1(c2ccc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cc2)COC1,4.3,active
CHEMBL4208626,O=C(Cc1ccc(C2(F)COC2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,13.0,inactive
CHEMBL4203748,CC1(C)OCC(c2ccc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cc2)O1,10.0,active
CHEMBL4211105,O=C(Cc1ccc(OC2CC(F)(F)C2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,11.0,active
CHEMBL4206219,CC1(COc2ccc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)cc2)COC1,34.0,active
CHEMBL4204873,O=C(Cc1ccc(OC2COC2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,32.0,active
CHEMBL4209751,CC(C(=O)Nc1ccn(Cc2ccc(F)cc2)n1)c1ccc(N(C)C)cc1,44.0,active
CHEMBL4217085,COc1ccc(C2(C(=O)Nc3ccn(Cc4ccccc4)n3)CC2)cc1,2100.0,active
CHEMBL4205371,CN(C)c1ccc(Cc2nc3cn(Cc4ccc(F)cc4)nc3[nH]2)cc1,160.0,active
CHEMBL4213632,CC(C)c1ccc(Cc2nnc(-c3ccn(Cc4ccc(F)c(F)c4)n3)[nH]2)cc1,260.0,active
CHEMBL4218567,CC(C)c1ccc(-c2nc(-c3ccn(Cc4ccc(F)c(F)c4)n3)no2)cc1,10000.0,active
CHEMBL4209235,CC(C)c1ccc(CC(=O)NCc2ccn(Cc3ccc(F)c(F)c3)n2)cc1,160.0,active
CHEMBL4206470,CC(C)c1ccc(CC(=O)NC(C)c2ccn(Cc3ccc(F)c(F)c3)n2)cc1,140.0,active
CHEMBL4203931,CC(C)c1ccc(CNC(=O)c2ccn(Cc3ccc(F)c(F)c3)n2)cc1,74.0,active
CHEMBL4208810,O=C(NCc1ccc2[nH]ccc2c1)c1ccn(Cc2ccc(F)c(F)c2)n1,330.0,active
CHEMBL4213283,O=C(NCc1ccc(C2(F)COC2)cc1)c1ccn(Cc2ccc(F)c(F)c2)n1,100.0,active
CHEMBL4218220,O=C(NCc1ccc(N2CCC(F)(F)C2)nc1)c1ccn(Cc2ccc(F)c(F)c2)n1,30.0,active
CHEMBL4217691,Cn1ncc2cc(CNC(=O)c3cnn(Cc4ccc(F)c(F)c4)n3)ccc21,90.0,active
CHEMBL4205975,O=C(NCc1ccc(N2CCCC2)nc1)c1coc(Cc2ccc(OC(F)(F)F)cc2)n1,30.0,active
CHEMBL4205450,CN(C)c1ccc(CNC(=O)c2csc(Cc3ccc(F)c(F)c3)n2)cc1,100.0,active
CHEMBL4210341,CN(C)c1ccc(CNC(=O)c2nc(Cc3ccc(F)c(F)c3)cs2)cc1,71.0,active
CHEMBL4209481,Cn1ncc2cc(CC(=O)Nc3cnn(Cc4ccc(F)c(F)c4)n3)ccc21,8.6,active
CHEMBL4205754,CC(C)(C)c1ccc(CC(=O)Nc2ncn(Cc3ccc(F)c(F)c3)n2)cc1,31.0,active
CHEMBL4216756,CC(C)c1ccc(CC(=O)Nc2nc(Cc3ccc(F)c(F)c3)cs2)cc1,22.0,active
CHEMBL4205068,Cn1ncc2cc(CC(=O)Nc3nn(Cc4ccc(F)c(F)c4)cc3C#N)ccc21,21.0,active
CHEMBL4218608,CC(C)(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)cc1,7.5,active
CHEMBL4217292,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,18.0,active
CHEMBL4208907,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,7.0,active
CHEMBL4204573,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCCC(F)(F)F,18.0,active
CHEMBL4212176,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OC(F)(F)F,25.0,active
CHEMBL4207291,CCc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,7.8,active
CHEMBL4211644,O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1,750.0,active
CHEMBL4203101,CN1C(=O)C(C)(C)c2cc(CC(=O)Nc3ccn(Cc4ccc(F)c(F)c4)n3)ccc21,3.8,active
CHEMBL4202684,O=C(Cc1ccc(C2CC2)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,220.0,active
CHEMBL4214341,O=C(Cc1ccc(OCC(F)(F)F)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,140.0,intermediate
CHEMBL4214862,O=C(Cc1ccc(N2CCC(F)(F)C2)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,6.7,inactive
CHEMBL4209946,O=C(Cc1ccc(N2CC[C@H](F)C2)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,21.0,inactive
CHEMBL4211393,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cn1,46.0,active
CHEMBL4206509,O=C(Cc1ccc(C2CC(F)(F)C2)cc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,6.1,active
CHEMBL4207031,CC(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cc1,6.0,active
CHEMBL4205399,CC(C)c1ccc(CC(=O)Nc2ccn(CC3CCC(F)(F)CO3)n2)cc1,14.0,active
CHEMBL4205399,CC(C)c1ccc(CC(=O)Nc2ccn(CC3CCC(F)(F)CO3)n2)cc1,5.5,active
CHEMBL4210292,CC(C)c1ccc(CC(=O)Nc2ccn(CCOCC(F)(F)F)n2)cc1,62.0,active
CHEMBL4208838,CN(C)c1ccc(CC(=O)Nc2ccn(-c3ccccc3)n2)cc1,6300.0,active
CHEMBL4213764,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(N4CCCC4=O)cc3)n2)cc1,10000.0,active
CHEMBL4213226,CC(=O)Nc1ccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1,10000.0,active
CHEMBL4218161,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)c(F)c3)n2)cc1,14.0,active
CHEMBL4216687,COc1c(F)cc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1F,7.8,active
CHEMBL4205005,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cc1,3.4,active
CHEMBL4204507,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(OC(F)(F)F)cc3)n2)cc1,5.1,inactive
CHEMBL4209376,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(OC(F)F)cc3)n2)cc1,10.0,active
CHEMBL4204611,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)cc3)n2)cc1,20.0,active
CHEMBL4216279,COc1ccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1,47.0,active
CHEMBL4208950,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)cc3)n2)cc1,12.0,active
CHEMBL4204077,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(Cl)cc3)n2)cc1,4.1,active
CHEMBL4213335,Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1,10.0,active
CHEMBL4208413,Cc1cccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)c1,36.0,active
CHEMBL4217744,Cc1ccccc1Cn1ccc(NC(=O)Cc2ccc(N(C)C)cc2)n1,190.0,intermediate
CHEMBL4212796,O=C(Nc1ccn(Cc2ccccc2)n1)c1ccccc1,10000.0,intermediate
CHEMBL4209075,COc1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1C,57.0,active
CHEMBL4217227,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,38.0,inactive
CHEMBL4218617,CC(C)c1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,23.0,active
CHEMBL4206874,O=C(Cc1ccc(Cl)cc1)Nc1ccn(Cc2ccccc2)n1,280.0,inactive
CHEMBL4215146,O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1ccn(Cc2ccccc2)n1,155.0,inactive
CHEMBL4203473,CCOc1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,210.0,intermediate
CHEMBL4210726,COc1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,610.0,inactive
CHEMBL4215681,Cc1ccccc1CC(=O)Nc1ccn(Cc2ccccc2)n1,3400.0,inactive
CHEMBL4207290,Cc1cccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)c1,1040.0,inactive
CHEMBL4212175,Cc1ccc(CC(=O)Nc2ccn(Cc3ccccc3)n2)cc1,210.0,inactive
CHEMBL4202940,O=C(Cc1ccccc1)Nc1ccn(Cc2ccccc2)n1,10000.0,inactive
CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,130.0,inactive
CHEMBL4215835,CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1,33000.0,inactive
CHEMBL604710,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,45000.0,inactive
CHEMBL4227475,CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1.Cl.Cl,2000.0,inactive
CHEMBL4228834,NCCCOc1ccc(CNc2nc3ccc(Oc4ccccc4)cc3s2)cc1.O=C(O)C(F)(F)F,1000000.0,inactive
CHEMBL4224809,NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(O)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,300000.0,inactive
CHEMBL4228579,NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,688000.0,inactive
CHEMBL4227740,NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(C(F)(F)F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,112000.0,inactive
CHEMBL4224750,NCCCOc1ccc(CNc2nc3ccc(Oc4cccc(C(F)(F)F)c4)cc3s2)cc1.O=C(O)C(F)(F)F,171000.0,inactive
CHEMBL4229218,N#Cc1ccc(Oc2ccc3nc(NCc4ccc(OCCCN)cc4)sc3c2)cc1.O=C(O)C(F)(F)F,109000.0,inactive
CHEMBL4225787,N=C(N)NCCCOc1ccc(CNc2nc3ccc(Oc4ccccc4)cc3s2)cc1.O=C(O)C(F)(F)F,166000.0,inactive
CHEMBL4225014,N=C(N)NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(O)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,319000.0,inactive
CHEMBL4226136,N=C(N)NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,288000.0,inactive
CHEMBL4225288,N=C(N)NCCCOc1ccc(CNc2nc3ccc(Oc4ccc(C(F)(F)F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,195000.0,inactive
CHEMBL4225354,N=C(N)NCCCOc1ccc(CNc2nc3ccc(Oc4cccc(C(F)(F)F)c4)cc3s2)cc1.O=C(O)C(F)(F)F,270000.0,inactive
CHEMBL4229102,N#Cc1ccc(Oc2ccc3nc(NCc4ccc(OCCCNC(=N)N)cc4)sc3c2)cc1.O=C(O)C(F)(F)F,326000.0,inactive
CHEMBL4225603,CN(Cc1ccc(OCCCN)cc1)c1nc2ccc(Oc3ccccc3)cc2s1.O=C(O)C(F)(F)F,95000.0,inactive
CHEMBL4224756,CN(Cc1ccc(OCCCN)cc1)c1nc2ccc(Oc3ccc(O)cc3)cc2s1.O=C(O)C(F)(F)F,165000.0,inactive
CHEMBL4226924,CN(Cc1ccc(OCCCN)cc1)c1nc2ccc(Oc3ccc(F)cc3)cc2s1.O=C(O)C(F)(F)F,492000.0,inactive
CHEMBL4226078,CN(Cc1ccc(OCCCN)cc1)c1nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2s1.O=C(O)C(F)(F)F,248000.0,inactive
CHEMBL4225757,CN(Cc1ccc(OCCCN)cc1)c1nc2ccc(Oc3cccc(C(F)(F)F)c3)cc2s1.O=C(O)C(F)(F)F,239000.0,inactive
CHEMBL4226597,CN(Cc1ccc(OCCCN)cc1)c1nc2ccc(Oc3ccc(C#N)cc3)cc2s1.O=C(O)C(F)(F)F,328000.0,inactive
CHEMBL4225492,CN(Cc1ccc(OCCCNC(=N)N)cc1)c1nc2ccc(Oc3ccccc3)cc2s1.O=C(O)C(F)(F)F,498000.0,inactive
CHEMBL4226327,CN(Cc1ccc(OCCCNC(=N)N)cc1)c1nc2ccc(Oc3ccc(O)cc3)cc2s1.O=C(O)C(F)(F)F,332000.0,inactive
CHEMBL4225227,CN(Cc1ccc(OCCCNC(=N)N)cc1)c1nc2ccc(Oc3ccc(F)cc3)cc2s1.O=C(O)C(F)(F)F,521000.0,active
CHEMBL4226080,CN(Cc1ccc(OCCCNC(=N)N)cc1)c1nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2s1.O=C(O)C(F)(F)F,212000.0,active
CHEMBL4224963,CN(Cc1ccc(OCCCNC(=N)N)cc1)c1nc2ccc(Oc3cccc(C(F)(F)F)c3)cc2s1.O=C(O)C(F)(F)F,771000.0,active
CHEMBL4225815,CN(Cc1ccc(OCCCNC(=N)N)cc1)c1nc2ccc(Oc3ccc(C#N)cc3)cc2s1.O=C(O)C(F)(F)F,153000.0,active
CHEMBL4226804,CN(C)CCCOc1ccc(CNc2nc3ccc(Oc4ccc(F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,1000000.0,active
CHEMBL4227653,CN(C)CCCOc1ccc(CNc2nc3ccc(Oc4cccc(C(F)(F)F)c4)cc3s2)cc1.O=C(O)C(F)(F)F,110000.0,active
CHEMBL4226823,CN(C)CCCOc1ccc(CNc2nc3ccc(Oc4ccc(C#N)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,41000.0,intermediate
CHEMBL4226674,CN(C)CCCOc1ccc(CN(C)c2nc3ccc(Oc4ccc(C(F)(F)F)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,54000.0,active
CHEMBL4227450,CN(C)CCCOc1ccc(CN(C)c2nc3ccc(Oc4ccc(C#N)cc4)cc3s2)cc1.O=C(O)C(F)(F)F,64000.0,active
CHEMBL243148,C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,1000.0,intermediate
CHEMBL376915,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,1000.0,active
CHEMBL4240812,O=C1CC(c2ccc(O)cc2)Oc2cc(O)c(CCC3CCCC3)c(O)c21,500.0,intermediate
CHEMBL4251381,CC(C)CCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,480.0,inactive
CHEMBL4238346,O=C1CC(c2ccc(O)cc2)Oc2cc(O)c(CC=C3CCCC3)c(O)c21,460.0,inactive
CHEMBL4248823,CCC(=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2)CC,260.0,intermediate
CHEMBL4242828,CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1cccc(O)c1)O2,1020.0,inactive
CHEMBL4249364,CCC(=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1O)O2)CC,390.0,intermediate
CHEMBL4245811,CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1O)O2,640.0,intermediate
CHEMBL4237637,CC(C)=CCc1ccc2c(c1O)C(=O)CC(c1ccccc1O)O2,1250.0,intermediate
CHEMBL1537093,CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,1000.0,active
CHEMBL4461512,Cc1ccc(CCN2CC[C@H](CNC(=O)c3cc(C(C)C)no3)C2)cc1C(F)(F)F,7610.0,inactive
CHEMBL4474619,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn(C)c3S(N)(=O)=O)cc2)n[nH]1,32000.0,intermediate
CHEMBL4542281,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn4c3C(=O)NCC4)cc2)n[nH]1,32000.0,intermediate
CHEMBL4566705,CC(C)Cc1cc(CNC(=O)C2C3CN(CCC(C)(C)C)CC32)nn1-c1ccccc1,8200.0,intermediate
CHEMBL4560282,CC(C)Cc1cc(CNC(=O)C2C3CN(Cc4ccccc4)CC32)nn1-c1ccccc1,10790.0,active
CHEMBL4463242,CC(C)Cc1cc(CNC(=O)C2C3CN(C(=O)c4ccccc4)CC32)nn1-c1ccccc1,2890.0,intermediate
CHEMBL4451905,CC(C)Cc1cc(CNC(=O)C2C3CN(C(=O)Cc4ccccc4)CC32)nn1-c1ccccc1,2500.0,intermediate
CHEMBL4524656,CC(C)Cc1cc(C(=O)NCC2C3CN(CCC(C)(C)C)CC23)nn1-c1ccccc1,8870.0,inactive
CHEMBL4535646,CC(C)(C)CCN1CC2C(CNC(=O)c3cc(Cl)cc(Cl)c3)C2C1,310.0,intermediate
CHEMBL4457557,NC(=O)c1ccc(Cc2ccccc2)cc1-c1cccc(CCC(=O)O)c1,33300.0,inactive
CHEMBL4648577,CN(C)CCCCCSC1=Nc2ccccc2C(CC(=O)NCc2ccc(F)cc2)N1c1ccc(-c2ccc(F)cc2)cc1,2760.0,inactive
CHEMBL4632832,CN(C)CCCCCSC1=Nc2ccccc2C(CC(=O)NCc2ccccc2)N1c1ccc(-c2ccc(F)cc2)cc1,4180.0,intermediate
CHEMBL4642220,O=C(CC1c2ccccc2N=C(SCCCCCN2CCCC2)N1c1ccc(-c2ccc(F)cc2)cc1)NCc1ccc(F)cc1,4880.0,intermediate
CHEMBL4642980,O=C(CC1c2ccccc2N=C(SCCCCCN2CCCC2)N1c1ccc(-c2ccc(F)cc2)cc1)NCc1ccccc1,260.0,inactive
CHEMBL4634314,CN(C)CCCCCSC1=Nc2ccccc2C(CC(=O)NCc2ccccc2)N1c1ccc(-c2ccccc2)cc1,2400.0,intermediate
CHEMBL4645030,CN(C)CCCCCSC1=Nc2ccccc2C(CC(=O)NCc2ccc(F)cc2)N1c1ccc(-c2ccccc2)cc1,3140.0,inactive
CHEMBL4647557,O=C(CC1c2ccccc2N=C(SCCCCCN2CCCC2)N1c1ccc(-c2ccccc2)cc1)NCc1ccc(F)cc1,276100.0,inactive
CHEMBL4643629,O=C(CC1c2ccccc2N=C(SCCCCCN2CCCC2)N1c1ccc(-c2ccccc2)cc1)NCc1ccccc1,6900.0,inactive
CHEMBL4636176,CN(C)CCCCCSC1=Nc2ccccc2C(CC(=O)NCc2ccc(F)cc2)N1c1ccccc1,832300.0,inactive
CHEMBL4645813,CN(C)CCCCCSC1=Nc2ccccc2C(CC(=O)NCc2ccccc2)N1c1ccccc1,13800.0,inactive
CHEMBL4642558,O=C(CC1c2ccccc2N=C(SCCCCCN2CCCC2)N1c1ccccc1)NCc1ccc(F)cc1,57430.0,inactive
CHEMBL4636912,O=C(CC1c2ccccc2N=C(SCCCCCN2CCCC2)N1c1ccccc1)NCc1ccccc1,7710.0,inactive
CHEMBL394956,CN(C)CCCCCN(C)C1=Nc2ccccc2C(CC(=O)NCc2ccccc2)N1c1ccc(-c2ccccc2)cc1,3600.0,inactive
CHEMBL452076,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,24000.0,inactive
CHEMBL1551597,CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1,2000.0,inactive
CHEMBL4759180,NC(N)=NCCCOc1ccc(C(=O)Nc2ccccc2Oc2ccccc2)cc1.O=C(O)C(F)(F)F,40000.0,inactive
CHEMBL4754749,NC(N)=NCCCOc1ccc(C(=O)N2c3ccccc3Oc3ccccc32)cc1.O=C(O)C(F)(F)F,164000.0,inactive
CHEMBL4740547,CN(C)CCCOc1ccc(C(=O)Nc2ccccc2Oc2ccc(F)cc2)cc1,54000.0,inactive
CHEMBL4741422,CN(C)CCCOc1ccc(C(=O)Nc2ccccc2Oc2ccccc2)cc1,19000.0,active
CHEMBL4764424,Cc1cccc(C)c1Oc1ccccc1NC(=O)c1ccc(OCCCN(C)C)cc1,55000.0,active
CHEMBL4742798,CN(C)CCCOc1ccc(C(=O)N2c3ccccc3Oc3ccccc32)cc1,55000.0,
CHEMBL4791782,CN(C)CCCOc1ccc(C(=O)N2c3ccccc3CCc3ccccc32)cc1,108000.0,
CHEMBL4781385,CN(C)CCCOc1ccc(C(=O)N2c3ccccc3C=Cc3ccccc32)cc1,102000.0,
CHEMBL4794579,O=C(c1ccc(OCCCN2CCCC2)cc1)N1c2ccccc2Oc2ccccc21,49000.0,
CHEMBL4741821,O=C(c1ccc(OCCCN2CCCC2)cc1)N1c2ccccc2CCc2ccccc21,110000.0,
CHEMBL4749090,O=C(c1ccc(OCCCN2CCCC2)cc1)N1c2ccccc2C=Cc2ccccc21,113000.0,
CHEMBL4741805,O=C(c1ccc(OCCCN2CCOCC2)cc1)N1c2ccccc2Oc2ccccc21,133000.0,
CHEMBL4794057,O=C(c1ccc(OCCCN2CCOCC2)cc1)N1c2ccccc2CCc2ccccc21,80000.0,
CHEMBL4749956,O=C(c1ccc(OCCCN2CCOCC2)cc1)N1c2ccccc2C=Cc2ccccc21,193000.0,
CHEMBL4514203,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(F)cc1,30.0,
CHEMBL1684950,CC(C)c1ccc(CC(=O)N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,96.0,
,,,intermediate
,,,intermediate
,,,active
,,,intermediate
,,,active
,,,intermediate
,,,active
,,,active
,,,active
,,,inactive
,,,inactive
